Item_Identifier,Item_Outlet_Sales
NCB06,2572.038833301765
FDR09,2322.8626147682603
FDY45,4191.09395479323
FDE02,1649.0719117979902
FDV34,1181.7223292295014
FDS59,1881.160683277068
NCK54,1846.2369182696343
FDG17,2056.5160402836464
DRE03,695.9944228657835
NCC55,633.5494489983503
FDH40,-628.510894384082
NCR41,1641.9168760934576
DRG49,4076.2972597567127
FDC52,3881.8573598206926
FDY13,1181.584578772985
FDY35,737.2262162069646
NCU18,2324.641402452015
FDY33,2263.6176340347174
FDC15,3915.221992679914
FDU01,3105.2883711578047
NCU42,2725.5360251524476
NCV29,2620.531993964785
FDQ46,1899.6257458282362
FDG58,3923.66769524676
NCX29,3774.2592852723706
NCT42,2416.152578282947
DRN59,789.6428151570631
FDI44,1388.0992906507256
FDA45,2922.1058602973535
FDY01,1806.4433506841656
FDT09,1864.5373612589974
DRH03,2937.158028806542
FDA36,2791.9959883744746
FDG14,2550.2955582812606
FDG28,5419.893906772291
FDU14,4120.4775801119595
FDY47,248.92789061356973
FDI56,1567.0458617093616
DRD01,840.1072986046397
FDM22,863.5029681612384
FDH33,652.1015958740888
DRZ24,1875.5689904437177
NCQ38,1631.4470412301075
FDO16,2765.760381655026
FDU07,3880.7887927971246
NCB07,3111.1405914575166
DRK49,279.70528375231004
NCG19,3728.046290983972
FDH12,1821.5699630994131
FDM32,1606.2257027415837
FDM27,2660.0875813410535
NCU53,4156.026097014159
NCQ18,1500.3665100935139
FDS10,2916.5806163007383
FDB33,4030.6571410583233
FDI12,1391.1492031855594
NCW42,3565.8589819251206
NCC06,1731.6803558500146
FDM57,1034.0756240250862
FDK56,3013.2574335330532
FDW20,1714.1639206656723
FDS52,1701.9635640203905
NCT29,1649.1723901422138
NCL54,2838.714411842791
FDF34,3362.859613622486
FDP03,3475.1358819093634
FDZ40,970.7879250253786
FDD51,333.43755232037427
NCY30,980.7355566859978
FDY24,-1136.2430004855173
NCB54,3536.298783075979
FDN31,2812.334117390064
FDN20,2841.8952470205018
DRL01,3719.5635151895926
FDV56,1836.5897020215702
DRH13,3116.8402756689125
FDF47,5063.397964694876
FDX32,2361.9918825645987
FDX57,1621.4239229680225
FDO49,980.3477194977133
FDL04,-282.0225092784025
DRM48,607.8566090719487
FDR16,3460.637761507617
NCC19,2813.453975556719
FDH19,2951.4272916863288
FDJ46,2849.506845681779
FDY08,2395.4666990798346
FDZ37,1539.9680720916476
DRY23,285.56399730990154
NCZ30,1664.5139063187448
FDC44,1512.6377102455383
FDB45,1818.4649048236538
FDY04,2625.3611542594444
FDM27,2615.515365771111
FDT39,585.525341806821
NCC06,104.40529786514298
FDL15,3962.250391359123
FDU08,1616.241299363337
FDW21,1721.6372110455704
FDY25,3082.0920392902385
FDV43,-1240.650075597834
FDM46,-484.5582785701451
FDM25,2995.5589675856827
NCN41,2062.493662424489
FDZ50,2928.7639738966586
FDP45,4124.40160374386
FDW10,930.5875827404518
FDK32,2449.9649674070647
FDN52,1448.1978239519758
FDZ46,3221.1745495571745
NCA18,1566.1888364240435
FDD35,1954.1791758791646
NCK31,869.14802214872
FDI40,3001.253127950977
FDT50,-414.92502583204407
NCT06,2610.02232018519
FDT31,3200.2832471575234
FDT45,908.0296901912161
NCR54,3194.70191819402
NCO18,2574.149863947513
FDT13,2762.076157887612
FDE09,1847.0868672334168
NCK53,-271.40537387274276
FDG45,3623.493094313239
DRH15,787.0823486427998
FDO21,1768.0451891700345
FDD14,4391.805142056241
FDC09,1662.0345184558814
FDH45,2114.9435986768053
FDV32,1050.0987598624038
FDG12,2092.257956227463
FDS32,2301.620820278535
NCL55,3762.9914793392804
DRE01,4015.4808226888667
DRE15,1283.0936940070983
FDP31,988.4443114877129
FDN33,1213.108316085753
FDZ59,2673.5281244083444
FDJ07,1993.8292771324354
FDQ45,2738.91047955297
FDM33,5004.407788496319
FDM46,1490.4861428010147
FDY49,2405.4587793783576
FDW10,2938.1850828198594
FDO51,833.7371182476884
FDJ40,1430.9212867728738
FDS20,2714.22364352125
FDU45,1827.6152197523643
FDV02,2826.604717061505
FDN09,3947.772087697685
NCM55,4422.867590887396
FDN23,2111.9161799384538
FDD14,2901.240964559293
FDN13,1850.58269312206
FDF45,2417.8003040026297
FDU46,1554.3041616062005
FDB57,3720.0910944545
FDV12,1690.4216767195003
FDQ58,2505.6393691007306
FDH52,1054.9842879331877
FDM24,2162.356041609728
NCP43,4343.324633148568
NCO18,929.8086240944376
FDK03,4109.186098774975
FDQ24,4189.564467720482
FDQ16,1425.0513024604952
FDU44,2651.478173782219
FDV28,-1458.3574059213547
FDR56,3179.1761944066334
FDV39,3343.1025720312723
FDU37,-662.2040028999753
NCS42,1162.3780035252319
FDY57,2936.267675465324
FDB21,4049.6994728190452
FDA48,3702.4279531158586
NCV18,1259.2194301365687
NCA42,2279.077806130636
FDY45,4169.9959010254115
FDM57,1382.6005427188052
FDB09,3478.147579267621
FDT44,2042.740948752657
NCT06,4068.133406351241
FDX26,2999.6079436717114
FDK32,2513.7706115797987
DRA12,2246.7716696656844
FDE52,1381.0917452708359
FDV08,833.6866035382461
FDB47,3155.8603899285063
FDD22,1820.0817857222246
FDS07,3306.7087541988094
FDG32,3305.6576469321903
FDD28,-1014.3838797113345
FDS08,2982.2373412196816
FDC53,-301.3760273435813
FDQ19,4124.6341892884975
FDM33,1675.0461733916932
FDZ27,459.38686830734116
FDT04,560.3749932952647
DRC13,2059.111159202649
FDR16,4893.407345149868
FDQ03,5315.559254116082
FDE38,2879.5107739888385
DRH23,2255.69054768236
FDT11,1198.229045564194
FDD09,3085.733676779019
FDR07,1672.4027119792695
FDT59,1909.2664518946344
FDY26,3449.9897330227946
FDN60,2616.7457908376946
FDM09,846.8833340666786
FDP46,1478.715973360443
FDB50,-710.1545294746944
NCQ29,4309.4161846366405
FDP16,5422.319312031599
FDX33,2320.503587535962
FDN22,4041.778323546851
FDF39,4331.493086854625
NCM42,1731.8109010531375
FDK50,752.9582703568092
DRF13,3762.4952742251194
FDH35,2337.1851883607865
FDP60,1292.9094681185672
DRJ49,3490.5337495877557
NCT42,465.1872323684329
FDE38,2833.5034647272473
FDI04,3282.820423971076
FDT56,1005.6416406119986
DRD15,3470.213151382984
FDV58,3164.7234017397586
FDP21,3161.28996282347
FDH05,3771.193892627412
FDR10,4077.9993281293605
FDF33,2016.0667327512656
DRK37,3066.076267602648
FDT58,2746.2728004212395
FDD41,1370.8068853978175
FDP40,1495.8872264641582
FDM51,3110.5215425310234
FDM40,2373.3796053528777
FDW12,423.99693546722074
FDX48,3956.9460883411134
NCW05,3139.0193391787093
FDR36,606.6618469586779
FDZ45,3219.6911477940166
FDK28,4239.002858263804
FDP20,3520.114178511249
DRY23,617.6293997411483
FDB09,2019.3261768776806
NCO26,3280.7927288010974
FDQ49,2404.3867073617876
FDI52,3370.5836562074564
FDZ44,3363.2494020512204
FDZ09,2347.582507027923
FDY03,1913.009239765714
DRI13,4939.697840470519
FDQ32,2055.5638530222973
FDW16,1545.6488671728657
FDU27,689.1357958016852
FDS37,1884.4197689584694
FDW26,3251.5831284067067
FDX12,3636.4938813274384
NCP06,2395.0684001311997
NCN30,1557.9806146376689
FDN24,896.2602177512783
NCL41,1946.9830918595967
FDR02,-171.06945004094462
FDI53,2616.224603623552
DRH01,2846.4500778698884
FDX32,2334.992460914697
NCP30,256.96489767930643
FDB14,1534.8666843363048
NCP02,1025.768646457851
FDG34,1792.0609041226498
FDM16,1262.1205402701794
FDW25,1085.121206449485
DRN11,2280.3686781092542
FDF41,2069.6954004566355
NCQ50,3115.441704417533
DRH23,521.7947161592346
DRJ37,2422.427796404956
DRJ24,4360.444863587742
FDY16,3051.900602210976
FDA08,2763.7106900939893
FDG31,1070.2630569556616
FDE34,1101.9200179082243
NCR30,2563.0797409353877
FDV33,4369.977507639451
DRZ24,1623.0709122098292
NCL54,2899.030447311898
FDR12,2904.997756008791
NCC54,3912.7004322009902
DRN59,698.9585061016992
FDX50,-187.19782206748422
FDV31,4347.804805323274
NCA29,4212.631775217336
FDW60,3002.1671985356916
DRD49,3787.395983926405
FDD33,3769.2231063514932
FDW35,737.0606670434506
FDV51,2857.2011990541328
FDW36,1709.0294952896093
FDH35,2636.7378087452057
NCS30,3500.3981974002077
FDL08,3761.46121359963
FDI09,4070.7212331913092
FDP19,1793.905793997888
FDY10,1819.8038446010678
FDP12,279.680851435593
NCN26,1930.6398469469145
FDK44,2840.713431532338
FDC28,1833.624821876474
FDJ41,5722.856688022042
NCT29,2130.6535882244475
NCH42,1780.5809136307753
FDU60,2396.6199987656664
FDC51,1956.4235437509683
FDU03,2984.469966589339
NCL06,5637.194155691857
FDD32,1429.6293660222375
NCX53,2370.740205286748
FDU57,497.92416669647287
FDQ23,1737.5024478292266
FDY09,3006.5302338245056
FDV25,3615.8578415596435
FDJ07,2069.020853334399
DRB25,1724.7675020523266
FDK52,1722.1143390432526
FDY52,2423.630349056735
FDB28,3181.428025245839
FDT36,667.257251735718
NCN07,3504.4077288135654
FDQ03,3587.213082137557
NCX41,3592.5214239790216
NCD06,798.3583045728901
NCE06,2603.625165797494
FDK16,1604.1375166530997
FDZ01,-228.0639527914553
FDW27,2702.558568200014
FDD17,3592.67733175575
FDW39,2948.661906281455
FDS52,1656.2427404211066
FDU40,4595.11881306509
NCF54,2780.8616954376425
NCP14,1708.2285213918963
FDH50,3104.228292498265
FDV27,2871.231979437002
NCJ06,1961.3957004988547
FDN02,3034.0867021651734
FDQ51,829.3284120818214
FDS45,1815.7648192383176
FDD36,2032.2943928884806
FDU52,2491.0375513511553
FDN22,4195.6350745386135
NCF30,3411.5692015436516
FDK03,4270.230312465334
NCC54,5343.638350293762
FDP08,2866.3029554778313
FDU44,2663.627536297137
DRG39,916.8332835031042
FDU32,2104.0550936506347
FDY27,2991.7919886712484
NCP54,1959.8220872608513
NCZ41,2107.150465741946
DRL49,2276.008143405832
FDI05,891.2738727633619
DRC13,1995.2474856929484
FDR24,1491.5633186473158
FDZ34,2828.6842784171295
FDP37,2313.368343744587
FDX08,4416.199078136129
NCG18,1690.3213150800962
FDK25,2603.023851915559
FDH53,1331.163487333055
DRI59,3322.060605911753
FDA52,2803.7640056928176
FDE36,734.9074268565041
FDB28,2926.415329969459
FDP01,2632.9986520974307
FDD34,4078.8498474386265
FDJ50,2260.7873259667717
FDZ44,1976.691384539749
DRO59,1298.6261685960146
FDR21,2532.8405827216234
FDO23,1480.3252820871153
NCE30,3102.5109917020563
FDQ22,700.6105381642976
FDG28,3724.7885884203756
FDQ51,489.67625998975404
FDO56,2002.6085776176892
FDE02,1213.6753577885775
FDS09,790.4212067049846
NCA54,2609.809576903915
FDL09,2408.579142285391
FDA11,-409.5448868485842
FDE22,2687.2837994289557
FDD23,3029.4362111532423
NCA29,2867.5196980898622
FDK38,2391.9185448799394
DRC13,1909.9800446748668
NCP43,2939.4319521130815
FDX28,1661.1855424998885
FDF08,1539.7075982274002
FDZ33,2407.202642001753
FDD10,2965.301629961791
FDX08,2998.343994129255
FDF39,4376.090205186349
NCJ18,1530.142447347224
DRC27,2067.2017769776767
DRC25,1456.5892814685064
FDU59,2794.329646738292
FDU28,3180.941775270242
NCP30,554.8298933460233
FDB39,545.7684500149913
FDE41,1382.9386243553704
FDU50,1826.5081833513955
FDM34,2090.00137571862
FDM44,3107.2641843151937
FDQ49,2778.73289549719
DRH25,454.72244589246054
FDM09,4207.6571461702715
FDL44,752.5066461575957
NCR42,176.10254496179778
DRL59,767.3589753057845
FDX43,2797.4321701534705
FDU48,1819.5687818689516
NCN43,1657.8609378861543
NCM55,2641.097734632728
FDQ21,3447.5021618424234
FDX13,4248.178898016213
NCK30,5529.143741635373
FDG20,2927.5936909482493
FDY14,3994.7394254896967
FDP59,1793.0157494766968
NCC18,773.1928370964624
FDS07,1923.557994832046
FDM08,5091.3096204218655
FDU16,1384.5691250031932
FDH12,1737.6593553299172
NCL42,5389.104780751697
NCW29,2267.090667960954
FDO11,4179.8588580871
NCM31,2340.323860203033
FDV35,609.6596803748855
NCE43,2776.293420508188
FDA02,2424.001389000047
FDR24,1153.5253417149113
FDW59,1460.4149657885973
FDS22,777.680066584219
FDU24,1645.36109247459
FDA21,4481.39342995524
FDH58,3333.3085686982463
FDW36,1388.014996501571
FDI45,4282.122519500001
FDU01,2717.764294775219
FDF35,3151.5015539592837
FDU43,1984.4157103841985
FDE24,404.6410331558154
FDK50,2755.8246966632555
FDL36,1451.5096955464671
FDP21,3135.39987347405
FDQ58,3953.7551605491494
FDT51,1819.6973105759484
FDD59,1336.2995310560977
NCM42,1457.190541628798
FDA57,315.94947886624936
FDZ48,1937.2160299199868
NCZ30,9.869380536076278
FDA25,3109.5946638149003
FDD20,2078.9221724167833
FDL25,1675.4837145806177
NCO18,2930.3203406884863
FDR12,2908.0651228833494
FDK25,2841.6080139738087
NCR17,1855.1109462726677
FDC52,2431.4199259730326
NCM19,1865.9821996980368
FDF39,5714.750638348349
FDX23,1669.8253884302767
FDD58,3040.1734920517565
FDX28,1607.54005880988
NCD31,2630.413123013553
FDU57,2161.59655500197
FDI27,673.168665575791
NCM42,1718.7221210129214
FDD32,2762.493109893437
FDI34,3754.165437419357
NCM29,2207.120287177076
FDG46,1552.5786700891
FDB15,5674.365969878832
NCA17,3884.652651871051
FDF10,2348.7449030721536
FDR26,4308.554306038834
FDI02,1857.1284490349703
FDF14,2494.8298763765447
FDM20,4183.480268800924
FDC03,4579.738822387673
NCX05,1854.019363794721
NCM41,2924.6806787187684
FDH09,1001.0696627138404
FDC15,2555.7828955185328
DRD37,2086.04154995468
FDT28,3826.289435700642
FDR28,4075.1894145144684
FDV34,2650.2601354260423
FDY52,1132.6531500452625
FDB34,1392.3037877307654
DRL23,1358.1262519753875
DRB24,2451.449264327188
FDJ50,854.472444857196
FDQ49,2790.060889495722
FDP20,2142.4637906839002
FDV19,4051.1516459123236
FDS57,2005.2653392351122
FDN10,1990.1433281455702
FDV23,2146.7158404499464
FDY28,3539.292386957838
DRG51,2633.6854791775054
FDD45,-428.6017170549545
NCL18,4500.864281773802
NCM29,2152.675131047665
FDF17,4610.987976934728
FDS01,2953.7614642275826
FDW35,2143.572272766573
FDJ33,2000.2146581631341
NCF54,2861.000139389507
FDE09,1839.8813018482865
DRH49,1293.0435545562532
FDR14,935.1519654718104
NCN54,1280.419982456831
NCC42,3710.52131422502
FDP59,1731.0429693303581
FDV22,2685.2623232362876
FDD33,3961.056788316993
DRE60,5048.664838571802
FDK52,3635.2313088581577
FDM56,1852.51419969455
FDE57,2460.7082719323394
NCQ30,3365.467702906859
FDQ27,3170.615629249948
FDT60,3450.3627754915665
FDU43,4007.6046250273553
NCO55,1786.1249452341622
FDJ28,3107.8899472177072
NCZ41,1992.7117853361065
FDK38,519.4914050293406
FDU52,2525.124672054443
FDC40,1146.7522080269998
FDB50,1345.276320484777
FDG04,3065.2146397754923
FDR26,2947.749546790554
NCT17,2795.6609018627373
FDX35,5173.552996474151
FDS12,2025.0329632853127
NCZ29,3473.3055429351793
FDP12,603.3882503930099
FDP22,776.0379466040661
FDS26,3896.5347107332077
FDR52,3077.719815369537
DRJ13,2538.5520365908424
FDU48,3554.143464285557
FDE29,1044.0947320612627
NCT29,2056.563954635218
DRK37,2747.8992096837574
FDK55,1408.3451390578905
FDR07,1515.2471794159862
FDO21,5120.022833297375
FDK46,4360.995996973679
FDT31,4549.4341972794155
FDC26,3179.513666916471
FDB11,5109.399522604821
FDV55,2394.856279744595
FDW20,2053.3439600262095
NCJ18,-73.41362386157289
FDC41,854.1951569023381
FDE14,3069.7880433756022
FDG35,2842.6634760434567
FDF45,1049.9776632648336
FDS19,2693.434587428477
FDS58,690.2737149168395
FDM32,1499.1356934636112
FDL45,2029.024156339674
FDZ55,2737.911841802186
FDY37,2366.7631187758993
FDO46,3121.598819490183
FDQ60,1926.4033936977712
FDA19,1859.6960946525846
FDL15,2504.5948873744724
FDM10,3157.6432731958494
NCE18,5511.819494817062
FDG40,582.2130473448802
FDK28,4309.707501270548
NCD06,-1263.6375866235103
FDO11,2230.638437961485
FDK27,1968.2161515497714
FDT43,2258.6883262558035
FDD38,1347.4603819576141
FDA16,3673.315437350628
FDL14,3938.5646091654594
NCM17,785.0607385202163
FDE52,1398.202579014993
NCA18,1961.7938374007458
FDS21,2449.311593428338
FDW09,1386.1802267049402
FDL26,2629.5627071074773
FDS47,1140.043660665815
FDC39,3298.8514334833967
FDT51,1968.5924805110012
FDK40,4434.399278974792
FDZ07,969.2970540820193
FDF08,2881.096195909717
FDO04,853.4214311628511
FDK41,983.7018131880081
FDP15,4272.540236513067
NCD43,1378.3550423229442
NCP18,2400.0294555766855
FDZ51,1536.5071548807216
DRH13,1836.5647763040179
FDM38,2274.335143563622
FDS03,1084.9185512472784
FDV02,2735.500295020364
FDW52,2633.814803551345
FDS40,655.9884578269007
FDA15,4056.1687882019455
FDL39,2877.99686804745
FDX22,3485.5530272417645
FDD56,4310.493356372668
FDS50,3561.2640789781667
NCN14,2964.497150812413
FDT15,3036.0934320446718
NCS18,3139.165453762601
FDF58,695.1963940063338
NCB19,1371.1637581776783
DRB24,3863.245417825809
FDA49,1057.5315853889513
FDH22,2041.0274004598268
NCM26,2136.450408591765
FDT15,4452.980401933059
FDB16,1083.1170829854964
NCP54,3395.3980908373446
FDJ36,1634.4014855814967
FDU09,887.0349661323589
FDY08,2293.887835322477
DRJ59,249.73529526065715
FDT23,2739.549388202703
FDU15,325.2187630450883
FDT47,1652.4187784747628
FDI53,732.3747079735026
FDR59,4029.5345576687773
FDD53,716.0548811465146
FDT04,606.6133243261165
FDU51,2949.757746500855
FDG14,2601.2599609451295
DRG25,2969.8750771787454
DRH49,1385.2745966515802
FDN15,2403.279784276491
FDL43,974.2054313477784
NCT18,3003.1765015566757
NCB31,4244.526114245349
FDK57,2056.924758549315
FDY04,709.8174830531875
NCP54,1905.9276898957646
FDF41,3958.527872475674
FDP51,3394.252596206994
FDC32,1573.5754434500725
DRI49,2634.241936608082
FDP45,3802.368796102733
DRJ23,2696.8367492091156
FDY08,2236.654180738777
FDX16,2429.802087403252
FDY16,2652.9430292219695
FDK32,2637.890782410372
FDQ22,617.165905785306
NCC31,2227.3407834325635
FDG58,2579.3462088710494
DRF48,3058.665763259184
DRH36,1181.4110478284058
NCR30,1255.450383541647
FDB03,1943.1345522638476
FDZ28,3448.4662193947624
DRD15,5192.253837480315
FDJ33,75.94105674781014
FDP56,780.2436425037026
NCT30,701.1903790080571
FDH44,2108.96384412191
FDV01,2488.3798289610127
FDG50,2883.9704028701594
FDZ60,1676.4820654837695
FDS56,4079.982098791314
DRD27,1670.03533604839
FDW22,3657.9604368964992
FDF38,691.7521339821519
FDX48,2510.644883154898
FDS58,2346.6863879455163
FDC32,1467.4105434700248
DRK39,1036.551220995105
DRO47,1773.4811228974436
DRG27,2036.2922136987768
FDC57,4578.652467230928
FDS55,2404.883546169414
NCJ06,1580.4482680505407
FDO01,378.17495698487846
FDC52,2535.9794600613427
NCT30,2127.480993923345
NCR42,1890.3113163181865
FDD28,1039.2875157494377
FDQ34,1742.6212529241539
FDZ12,3737.2022459537843
DRE13,-586.0250572684758
NCN07,200.98341127213462
FDM28,3034.671536172271
FDQ25,2807.80326174233
DRI13,3553.1529596521887
FDY20,2898.256000518632
NCZ53,3206.384258077825
NCM31,2316.128032984762
DRF37,4179.209388506304
NCF42,2869.690931178078
FDF16,2103.8186970266743
FDB41,697.9393644797406
FDR34,3725.682045793051
FDR15,2285.8939431497524
NCV42,-141.50799160433553
FDW51,3628.2937883721747
FDX60,1366.6542690596937
FDY03,1955.7319033560393
FDG58,2527.08343999464
NCS41,1062.9719960435643
NCT53,2704.5714381050634
FDJ28,2799.081120593595
FDT20,337.34585150321175
NCX17,3876.794241948199
FDJ12,4859.213223339426
DRK35,239.22877169411947
FDD47,760.8758856352508
NCM53,1825.4441239105595
FDO45,1422.1742695585813
FDE04,2872.1849748627455
NCI30,5441.417548453035
FDZ19,2894.594024751315
FDW57,2903.2933949159424
FDA25,1662.024848295936
FDT22,907.9498509884436
FDP51,1952.7215032524905
FDD48,3321.031023117778
FDY39,3163.2428603618378
FDD23,4445.6300626524535
DRN35,1956.0124561446974
FDT01,3570.4408353435733
DRJ35,1081.3062587990132
FDB32,1495.5707924177843
FDL24,2823.944663162936
NCV42,1929.8666464167513
FDZ46,1764.6775908518493
FDC15,2445.949215420215
FDD08,-1300.0821073180537
FDY50,1512.5275178369313
FDD36,1952.1504942805486
FDG57,2218.3579401594066
FDL21,344.73365242161117
FDN16,3045.754432860188
FDJ09,2144.4037636539965
FDR07,1564.1993403061426
NCB55,952.3450436746282
FDQ08,983.0939632637653
FDR34,3894.9946268446024
FDO33,1780.673947211987
FDX12,4052.3366943868627
NCT06,2734.3814839539505
FDR16,1572.8319246839474
FDE36,2702.842803598409
FDZ36,3117.5992347430874
NCZ17,685.9864317467916
FDM09,2902.6948037182065
FDS34,1497.7581171302345
FDA11,1640.669616609206
FDB29,3254.143657806563
FDY38,3741.130247874648
FDF14,3905.8704934700795
FDQ12,3792.6255036836114
FDE17,528.2273571554766
FDB05,4186.874903652351
FDU32,1719.8122667359912
FDD56,2906.1781403037826
FDO36,2630.2902951446254
FDX10,255.60938741131486
DRC49,2326.7812217801147
FDN32,1169.61476302463
DRH59,2573.847187933089
NCU29,2512.655029467395
FDR37,1283.7811940843271
FDS14,2239.342553609779
FDU02,5090.649808127802
FDJ08,3281.9326441568733
FDO31,1439.808050952233
FDH31,1379.5587311794627
NCA53,2222.836007443093
FDF50,3253.0697183271072
NCW42,3652.819987908086
FDK51,3975.922733306477
FDB08,703.2943770366937
FDA40,2767.856130188375
FDL14,2289.211989319885
FDB47,3381.121498792755
FDO03,3899.850046539838
DRK13,1206.824378673029
FDF52,2946.9261925442206
FDT11,3161.6218791571587
FDB08,2686.6810038857807
FDQ28,2219.602563440418
NCQ29,5706.592251266697
NCO02,1001.661771974904
NCM54,2049.2079361849324
FDP51,2029.549525545604
FDT38,1310.8518877712827
FDZ20,3867.3504939389672
FDJ53,1941.022502828645
FDX13,4174.098516254126
FDP58,3708.472404620253
NCK31,-1133.626886304299
FDA35,1693.0633616207951
FDV37,2931.7577753085134
NCO07,4886.519700381934
FDZ59,2875.2690581260103
FDQ28,2578.9863240948225
FDQ36,541.5703177823968
FDD34,2392.208105025234
FDV31,3002.1555982190016
FDR04,1673.383619100142
FDR14,884.1175568934943
FDE39,5.694985212101415
FDP57,1750.526555783702
FDE57,2317.9390359096165
NCN18,1732.4858126448758
NCQ05,2166.7572898135827
FDW47,2100.6192668547715
FDV46,2357.014891779584
FDE09,1540.9803937395648
NCU06,5138.446367013237
DRI51,2733.4447501085774
NCX54,1668.2787847499662
DRE01,3870.9686048929857
FDU50,1948.9872795610595
FDG40,623.2638926000841
FDW10,2530.9048787913257
FDX51,3231.9681783423243
FDP21,3217.1940899025767
FDV23,2039.9765558317163
FDF24,1284.1811329596046
FDH56,3293.7575632160406
FDB51,1046.1114660598914
FDI58,2959.826104217672
FDR20,754.4926437239683
FDC51,1676.7529509444357
FDB16,2780.7520158730167
FDE40,974.5446238933496
NCM17,827.7805768151034
FDU56,3173.0054513422942
FDS32,407.5618269954206
FDX02,3693.2375170209284
FDT39,3958.9950110036903
NCI42,1494.8502474400084
DRL23,1639.4556176930932
